Question,Correct,Answered,CorrectFlag,Count
"FPP-056 - What is the take-off distance at 705 kg take-off mass, OAT 20° C, QNH 1013 hPa at an elevation of 3500 ft with 5 kt tailwind?",880 m,,False,2
"FPP-057 - A pilot wants to take off on runway 36, the reported wind is 240 degrees 12 knots. What are the wind components acting on the aircraft on take-off and landing?","Crosswind from the left 10.4 kt., Tailwind 6 kt.",,False,2
"FPP-058 - Given the following conditions, the fuel consumption equals... Pressure altitude: 2000 ft, Temperature: 31° C, RPM: 2400",19.5 l/h.,,False,2
"FPP-059 - Given the following conditions, the climb speed equals... Outside air temperature: -20° C, Pressure altitude: 10000 ft",390 ft/min.,,False,2
"FPP-060 - What range can be achieved at the following conditions? Outside air temperature: 6° C, Pressure Altitude: 6000 ft, Power: 65 %",482 NM,,False,2
"FPP-061 - Given the following information, what range can be achieved? Outside air temperature: 22° C, Pressure altitude: 2000 ft, Power: 55 %",500 NM,,False,2
"FPP-062 - Given the following conditions, the TAS equals... Outside air temperature: 10° C, Pressure altitude: 6000 ft, Power: 65 %",92 kt.,,False,2
"FPP-063 - Given the following conditions, the TAS equals... Outside air temperature: -2° C, Pressure altitude: 8000 ft, Power: 75 %",104 kt.,,False,2
FPP-064 - Which maximum rate of climb can the aircraft reach at 9000ft pressure altitude and OAT of 12° C?,200 ft/min,,False,2
FPP-065 - Which is the maximum rate of climb for the aircraft at 6500 ft pressure altitude and an OAT of 0° C?,480 ft / min,,False,2
"FPP-066 - What is the true airspeed (TAS) [kt] and fuel consumption [l/h] for cruise flight with 60 % power in flight level 60 under the following conditions? Temperature: ISA - 20° C, QNH: 980 hPa","95 kt., 19.6 l/h.",,False,2
"FPP-067 - What is the true airspeed (TAS) [kt] and fuel consumption [l/h] for cruise flight with 70 % power in flight level 60 under the following conditions? Temperature: ISA - 20° C, QNH: 980 hPa",110 kt. - 23.9 l/h.,,False,2
FPP-068 - What is the fuel flow and the true airspeed for cruise flight with 60 % power in flight level 85 at an OAT of -25° C?,"Fuel flow: 18.5 l., TAS: 85 kt.",,False,2
"FPP-069 - At which airspeed do you climb to flight level (FL) 75 after a departure from an airfield which is located at a pressure altitude of 3000 ft with an initial mass of 3000 lbs? OAT at airfield: 25° C, OAT in FL 75: 0° C",110 kt,,False,2
"FPP-070 - What is the required fuel to climb from FL 65 to FL 95 under the following conditions? Aircraft mass: 3000 lb., OAT in FL 65: -5° C, OAT in FL 95: -15° C",1 GAL,,False,2
"FPP-071 - What is the required distance to climb from FL 65 to FL 95 under the following conditions: Aircraft mass: 3000 lb., OAT in FL 65: -5° C, OAT in FL 95: -15° C",6 NM,,False,2
"FPP-072 - What is the required distance to climb to flight level (FL) 75 after a departure from an airfield which is located at a pressure altitude of 3000 ft with an initial mass of 3000 lbs? OAT at airfield: 25° C, OAT in FL 75: 0° C",7 NM,,False,2
"FPP-073 - The term ""maximum elevation figure"" (MEF) is defined as...","the highest elevation within an area covering 30 minutes of latitude and 30 minutes of longitude plus a safety margin, rounded to the next higher 100 ft.",,False,2
"FPP-074 - What is the purpose of ""interception lines"" in visual navigation?",They are used as easily recognizable guidance upon a possible loss of orientation,,False,2
FPP-075 - The VFR semicircular rules are based on the...,magnetic course (MC).,,False,2
FPP-076 - What is the lowest possible VFR flight level if a true course of 181° is selected and a variation of 3 ° east exists?,FL 055,,False,2
FPP-077 - The upper limit of LO R 16 equals... See annex (PFP-056),1 500 ft MSL.,,False,2
FPP-078 - The upper limit of LO R 4 equals... See annex (PFP-030),4.500 ft MSL.,,False,2
FPP-079 - How much taxi fuel must be consumed before take-off to reduce the aircraft mass to the maximum take-off mass? Maximum ramp mass (MRM): 1150 kg Actual ramp mass: 1148 kg Maximum take-off mass (MTOM): 1145 kg,4 L,,False,2
"FPP-080 - Considering the following fuel data, how much trip fuel is required? Fuel for start-up and taxi: 5 L Fuel for take-off and climb: 12 L Fuel for cruise flight: 25 L Fuel for descent, approach and landing: 7 L Fuel for taxi and parking: 3 L Fuel to alternate: 13 L Final reserve fuel: 10 L",44 L,,False,2
"FPP-081 - According to the aeronautical chart, Friesach/Hirt (LOKH) has a 707 m grass runway. Prevailing runway is 17 due to a surface wind of 18010KT. The required landing distance for your aircraft under present conditions is 550 m. Considering the NOTAM below ,is it safe to plan LOKH as an alternate aerodrome? See figure (PFP-026)",No.,,False,2
FPP-082 - Up to which altitude is an overflight prohibited according to the NOTAM? See figure (PFP-024),Altitude 9500 ft MSL,,False,2
FPP-083 - The EOBT (estimated time of departure time) is specified in the HACH flight plan as...,Coordinated Universal Time (UTC).,,False,2
FPP-084 - What is the nature of the flight shown in the given ATC flight plan? See annex (PFP-051a),Night flight under visual flight rules.,,False,2
FPP-085 - The specified speed in the ATS flight plan equals: See annex (PFP-051),100 kt.,,False,2
FPP-086 - What must be considered for cross-border flights?,Requires flight plans,,False,2
"FPP-087 - During a flight, a flight plan can be filed at the...",Flight Information Service (FIS).,,False,2
"FPP-088 - In comparison to the true airspeed in still air conditions, the TAS in a strong tailwind will be…",slightly lower for maximum range,,False,2
FPP-089 - What happens to the true airspeed at a constant indicated airspeed during a climb?,It increases,,False,2
"FPP-090 - Given the following data: Take-Off fuel = 200 lbs Alternate fuel = 40 lbs Final reserve fuel = 30 lbs After 25 minutes the remaining fuel is 120 lbs. Assuming that fuel flow will remain unchanged, the remaining time to the destination should not exceed:",15.6 min,,False,2
"FPP-091 - Given the following data for a VFR flight: Take-off fuel: 180 kg including reserve fuel, which is 30% of take off fuel. After half of the distance the remaining fuel is 100 kg. Assume that cruise conditions will remain unchanged. Determine the remaining fuel at the destination:",20 kg,,False,2
"FPP-092 - During a VFR flight the remaining usable fuel at a checkpoint is 80 USG. Reserve fuel is 20 USG, remaining flight time according to flight plan is 2h 20min. What is the highest acceptable fuel flow (FF) for the rest of the trip?",FF = 25.7 USG/h,,False,2
"FPP-093 - Planning a flight from EDWF (Leer Papenburg) to EDWH (Oldenburg Hatten), the following conditions apply: Cruise level = FL 75 Temperature = ISA Cruise weight = 3400 lbs Power setting = 23.0 in. HG @ 2300 RPM Determine True Airspeed (TAS) and Fuel Flow (FF):",TAS = 160 kt FF = 11.9 GPH,,False,2
"FPP-094 - Planning a flight from EDWH (Oldenburg Hatten) to EDWF (Leer Papenburg), the following conditions apply: Cruise level = FL 65 Temperature = ISA+20 Cruise weight = 3400 lbs Power setting = 23.0 in. HG @ 2300 RPM What Indicated Airspeed (IAS) and Fuel Flow (FF) can be expected?",IAS = 142 kt FF = 11.5 GPH,,False,2
"FPP-095 - For planning a VFR flight, the following data are given: Flight time with planning ""overhead-overhead"" = 2h 43min Pressure Altitude = 6.500 ft Temperature = ISA-20 Power setting = 2300 RPM Taxi Fuel = 2 USG Additional time for climb = 7 min, Additional time for approach and landing = 10 min The reserve fuel has to be 30% of trip fuel. Determine the minimum block fuel:",50.4 USG,,False,2
"FPP-096 - For planning a VFR flight, the following data are given: Flight time with planning ""overhead-overhead"" = 2h 42min Pressure Altitude = 7.500 ft Temperature = ISA Power setting = 2300 RPM Taxi Fuel = 2 USG Additional time for climb = 8 min, Additional time for approach and landing = 10 min The reserve fuel has to be 30% of trip fuel. Determine the minimum block fuel:",48.4 USG,,False,2
FPP-097 - Given the following data for a VFR flight: Trip fuel = 70 US gallons Contingency fuel = 5% of trip fuel Alternate and final reserve fuel = 20 US gallons Usable fuel at take-off = 95 US gallons After half of the distance you read that you have consumed 40 US gallons. Assume that fuel flow remains unchanged. Which statement is correct?,The remaining fuel is insufficient for a landing at destination with alternate and final reserve fuel remaining.,,False,2
FPP-098 - Given the following data for a VFR flight: Trip fuel = 70 US gallons Contingency fuel = 5% of trip fuel. Alternate and final reserve fuel = 20 US gallons Usable fuel at take-off = 90 US gallons After half of the distance you read that you have consumed 30 US gallons. Assume that fuel flow remains unchanged. Which statement is correct?,Upon landing 10.0 US gallons will remain in addition to alternate and final reserve fuel.,,False,2
"FPP-099 - According ICAO, what symbol indicates a group of unlighted obstacles?",C,,False,2
"FPP-100 - According ICAO, what symbol indicates a civil airport (not international airport) with paved runway?",A,,False,2
"FPP-101 - According ICAO, what symbol indicates a general spot elevation?",C,,False,2
FPP-102 - How does the air temperature influence the performance of a piston engine?,"Higher temperature corresponds to lower air density,this leads to lower engine performance",,False,2
